股票代码,股票名,年报日期,净资产收益率(%)
sh601098,中南传媒,20201231,10.3889
sh601099,太平洋,20201231,-7.6245
sh601100,恒立液压,20201231,34.9506
sh601101,昊华能源,20201231,0.664
sh601106,中国一重,20201231,1.1764
sh601107,四川成渝,20201231,4.3784
sh601108,财通证券,20201231,10.2333
sh601111,中国国航,20201231,-16.8444
sh601113,华鼎股份,20201231,-4.5421
sh601116,三江购物,20201231,3.8548
sh601117,中国化学,20201231,10.0513
sh601118,海南橡胶,20201231,0.7291
sh601121,宝地矿业,20201231,9.223
sh601126,四方股份,20201231,8.519
sh601127,赛力斯,20201231,-32.2909
sh601128,常熟银行,20201231,10.3383
sh601133,柏诚股份,20201231,14.0546
sh601136,首创证券,20201231,9.1052
sh601137,博威合金,20201231,9.6074
sh601138,工业富联,20201231,18.0599
sh601139,深圳燃气,20201231,11.5715
sh601155,新城控股,20201231,34.2757
sh601156,东航物流,20201231,55.0812
sh601158,重庆水务,20201231,11.5666
sh601162,天风证券,20201231,3.0752
sh601163,三角轮胎,20201231,10.1275
sh601166,兴业银行,20201231,11.5176
sh601168,西部矿业,20201231,8.6688
sh601169,北京银行,20201231,10.0782
sh601177,杭齿前进,20201231,5.4519
sh601179,中国西电,20201231,1.2225
sh601186,中国铁建,20201231,9.6468
sh601187,厦门银行,20201231,10.5172
sh601188,龙江交通,20201231,4.4455
sh601198,东兴证券,20201231,7.4308
sh601199,江南水务,20201231,8.1505
sh601200,上海环境,20201231,7.7777
sh601208,东材科技,20201231,7.2493
sh601211,国泰君安,20201231,8.0931
sh601212,白银有色,20201231,0.4977
sh601216,君正集团,20201231,24.2716
sh601218,吉鑫科技,20201231,8.9548
sh601222,林洋能源,20201231,9.3828
sh601225,陕西煤业,20201231,23.1661
sh601226,华电重工,20201231,2.6412
sh601228,广州港,20201231,6.4612
sh601229,上海银行,20201231,11.3782
sh601231,环旭电子,20201231,15.5825
sh601233,桐昆股份,20201231,12.7423
sh601236,红塔证券,20201231,10.166
sh601238,广汽集团,20201231,7.2553
sh601258,*ST庞大,20201231,5.3995
sh601279,英利汽车,20201231,5.2153
sh601288,农业银行,20201231,10.3981
sh601298,青岛港,20201231,12.1283
sh601311,骆驼股份,20201231,10.4056
sh601318,中国平安,20201231,19.9341
sh601319,中国人保,20201231,10.4166
sh601326,秦港股份,20201231,6.6728
sh601328,交通银行,20201231,9.4314
sh601330,绿色动力,20201231,11.4616
sh601333,广深铁路,20201231,-1.9449
sh601336,新华保险,20201231,15.3601
sh601339,百隆东方,20201231,4.6142
sh601360,三六零,20201231,8.8896
sh601366,利群股份,20201231,3.0287
sh601368,绿城水务,20201231,5.7887
sh601369,陕鼓动力,20201231,10.0286
sh601375,中原证券,20201231,0.9054
sh601377,兴业证券,20201231,11.094
sh601388,怡球资源,20201231,15.3236
sh601390,中国中铁,20201231,10.5653
sh601398,工商银行,20201231,11.3438
sh601399,国机重装,20201231,2.6988
sh601456,国联证券,20201231,6.3004
sh601500,通用股份,20201231,2.483
sh601512,中新集团,20201231,12.341
sh601515,东风股份,20201231,12.918
sh601518,吉林高速,20201231,2.6763
sh601519,大智慧,20201231,4.8561
sh601528,瑞丰银行,20201231,10.3908
sh601555,东吴证券,20201231,6.9918
sh601566,九牧王,20201231,8.718
sh601567,三星医疗,20201231,11.4767
sh601568,北元集团,20201231,16.4832
sh601577,长沙银行,20201231,12.566
sh601579,会稽山,20201231,8.863
sh601588,北辰实业,20201231,1.5746
sh601595,上海电影,20201231,-19.1437
sh601598,中国外运,20201231,9.355
sh601599,浙文影业,20201231,-97.0481
sh601600,中国铝业,20201231,1.3597
sh601601,中国太保,20201231,12.4903
sh601606,长城军工,20201231,4.9765
sh601607,上海医药,20201231,10.3345
sh601608,中信重工,20201231,2.6971
sh601609,金田股份,20201231,8.8882
sh601611,中国核建,20201231,8.3309
sh601615,明阳智能,20201231,12.7923
sh601616,广电电气,20201231,2.8895
sh601618,中国中冶,20201231,8.0291
sh601619,嘉泽新能,20201231,5.6687
sh601628,中国人寿,20201231,11.7749
sh601633,长城汽车,20201231,9.5981
sh601636,旗滨集团,20201231,20.5208
sh601658,邮储银行,20201231,10.5619
sh601665,齐鲁银行,20201231,10.1682
sh601666,平煤股份,20201231,9.2674
sh601668,中国建筑,20201231,15.5619
sh601669,中国电建,20201231,7.0819
sh601677,明泰铝业,20201231,13.631
sh601678,滨化股份,20201231,7.3892
sh601686,友发集团,20201231,22.9298
sh601688,华泰证券,20201231,8.6026
sh601689,拓普集团,20201231,8.2863
sh601696,中银证券,20201231,6.3695
sh601698,中国卫通,20201231,4.2714
sh601699,潞安环能,20201231,7.4135
sh601700,风范股份,20201231,8.7798
sh601702,华峰铝业,20201231,11.9356
sh601717,郑煤机,20201231,9.7943
sh601718,际华集团,20201231,-4.429
sh601727,上海电气,20201231,5.7931
sh601728,中国电信,20201231,5.8256
sh601766,中国中车,20201231,8.1251
sh601777,力帆科技,20201231,0.9065
sh601778,晶科科技,20201231,4.9241
sh601788,光大证券,20201231,4.6731
sh601789,宁波建工,20201231,8.6508
sh601798,蓝科高新,20201231,1.045
sh601799,星宇股份,20201231,21.4636
sh601800,中国交建,20201231,6.8204
sh601801,皖新传媒,20201231,5.8589
sh601808,中海油服,20201231,7.1851
sh601811,新华文轩,20201231,13.056
sh601816,京沪高铁,20201231,1.886
sh601818,光大银行,20201231,9.0226
sh601825,沪农商行,20201231,11.0011
sh601827,三峰环境,20201231,11.7111
sh601828,美凯龙,20201231,3.7106
sh601838,成都银行,20201231,14.7691
sh601857,中国石油,20201231,1.5538
sh601858,中国科传,20201231,11.3465
sh601860,紫金银行,20201231,10.093
sh601865,福莱特,20201231,27.7296
sh601866,中远海发,20201231,8.7716
sh601868,中国能建,20201231,7.3807
sh601869,长飞光纤,20201231,6.0965
sh601872,招商轮船,20201231,10.9173
sh601877,正泰电器,20201231,23.7456
sh601878,浙商证券,20201231,9.5142
sh601880,辽港股份,20201231,4.2633
sh601881,中国银河,20201231,9.5217
sh601882,海天精工,20201231,10.3015
sh601886,江河集团,20201231,11.5623
sh601888,中国中免,20201231,29.1011
sh601890,亚星锚链,20201231,2.8819
sh601898,中煤能源,20201231,5.9629
sh601899,紫金矿业,20201231,12.0837
sh601900,南方传媒,20201231,12.0471
sh601901,方正证券,20201231,2.8053
sh601908,京运通,20201231,5.9795
sh601916,浙商银行,20201231,9.588
sh601918,新集能源,20201231,12.9875
sh601919,中远海控,20201231,25.0452
sh601921,浙版传媒,20201231,14.2533
sh601928,凤凰传媒,20201231,11.1472
sh601929,吉视传媒,20201231,0.9332
sh601933,永辉超市,20201231,9.0958
sh601939,建设银行,20201231,11.8335
sh601949,中国出版,20201231,10.7069
sh601952,苏垦农发,20201231,10.9686
sh601956,东贝集团,20201231,8.5363
sh601958,金钼股份,20201231,1.4319
sh601963,重庆银行,20201231,11.4714
sh601965,中国汽研,20201231,11.4665
sh601966,玲珑轮胎,20201231,16.1299
sh601968,宝钢包装,20201231,6.8005
sh601969,海南矿业,20201231,3.6187
sh601975,招商南油,20201231,26.7434
sh601985,中国核电,20201231,9.9496
sh601988,中国银行,20201231,9.9159
sh601989,中国重工,20201231,-0.5631
sh601990,南京证券,20201231,6.0241
sh601991,大唐发电,20201231,4.4113
sh601992,金隅集团,20201231,4.568
sh601995,中金公司,20201231,12.0196
sh601996,丰林集团,20201231,6.0709
sh601997,贵阳银行,20201231,14.4494
sh601998,中信银行,20201231,9.2251
sh601999,出版传媒,20201231,6.5995
sh603000,人民网,20201231,9.7069
sh603001,ST奥康,20201231,0.7573
sh603002,宏昌电子,20201231,14.3145
sh603003,龙宇股份,20201231,-1.7597
sh603005,晶方科技,20201231,14.2667
sh603006,联明股份,20201231,7.2671
sh603007,ST花王,20201231,-4.5906
sh603008,喜临门,20201231,11.2015
sh603009,北特科技,20201231,1.9745
sh603010,万盛股份,20201231,27.6731
sh603011,合锻智能,20201231,1.5384
sh603012,创力集团,20201231,13.2364
sh603013,亚普股份,20201231,15.2052
sh603015,弘讯科技,20201231,4.9967
sh603016,新宏泰,20201231,7.5476
sh603017,中衡设计,20201231,11.2689
sh603018,华设集团,20201231,18.7274
sh603019,中科曙光,20201231,10.3103
sh603020,爱普股份,20201231,7.9569
sh603021,山东华鹏,20201231,3.9123
sh603022,新通联,20201231,5.4847
sh603023,威帝股份,20201231,2.1329
sh603025,大豪科技,20201231,11.8718
sh603026,胜华新材,20201231,13.4346
sh603027,千禾味业,20201231,11.7923
sh603028,赛福天,20201231,7.3322
sh603029,天鹅股份,20201231,1.8955
sh603030,*ST全筑,20201231,5.993
sh603031,安孚科技,20201231,-1.069
sh603032,德新科技,20201231,-1.2719
sh603033,三维股份,20201231,7.2245
sh603035,常熟汽饰,20201231,11.0575
sh603036,如通股份,20201231,6.2455
sh603037,凯众股份,20201231,9.652
sh603038,华立股份,20201231,3.1407
sh603039,泛微网络,20201231,20.4275
sh603040,新坐标,20201231,17.4264
sh603041,美思德,20201231,13.1759
sh603042,华脉科技,20201231,3.905
sh603043,广州酒家,20201231,19.6172
sh603045,福达合金,20201231,5.3652
sh603048,浙江黎明,20201231,20.1695
sh603050,科林电气,20201231,9.4274
sh603051,鹿山新材,20201231,19.8034
sh603052,可川科技,20201231,24.9424
sh603053,成都燃气,20201231,11.6995
sh603055,台华新材,20201231,4.2327
sh603056,德邦股份,20201231,13.1162
sh603057,紫燕食品,20201231,37.0805
sh603058,永吉股份,20201231,14.4046
sh603059,倍加洁,20201231,7.692
sh603060,国检集团,20201231,17.5368
sh603061,金海通,20201231,28.3566
sh603063,禾望电气,20201231,10.1199
sh603065,宿迁联盛,20201231,18.7186
sh603066,音飞储存,20201231,9.3723
sh603067,振华股份,20201231,10.7743
sh603068,博通集成,20201231,2.0441
sh603069,海汽集团,20201231,-9.3156
sh603070,万控智造,20201231,17.2795
sh603071,物产环能,20201231,29.6511
sh603073,彩蝶实业,20201231,21.4975
sh603076,乐惠国际,20201231,13.1169
sh603077,和邦生物,20201231,0.366
sh603078,江化微,20201231,6.1033
sh603079,圣达生物,20201231,18.0437
sh603080,新疆火炬,20201231,6.3538
sh603081,大丰实业,20201231,14.5904
sh603083,剑桥科技,20201231,-18.6991
sh603085,天成自控,20201231,6.7943
sh603086,先达股份,20201231,10.7965
sh603087,甘李药业,20201231,17.082
sh603088,宁波精达,20201231,12.1962
sh603089,正裕工业,20201231,11.9114
sh603090,宏盛股份,20201231,1.3091
sh603093,南华期货,20201231,3.8564
sh603095,越剑智能,20201231,8.3065
sh603096,新经典,20201231,11.1024
sh603097,江苏华辰,20201231,21.4852
sh603098,森特股份,20201231,8.6788
sh603099,长白山,20201231,-5.3152
sh603100,川仪股份,20201231,14.8253
sh603101,汇嘉时代,20201231,1.1665
sh603102,百合股份,20201231,24.3751
sh603103,横店影视,20201231,-22.5486
sh603105,芯能科技,20201231,5.4219
sh603106,恒银科技,20201231,2.0092
sh603108,润达医疗,20201231,11.0699
sh603109,神驰机电,20201231,8.232
sh603110,东方材料,20201231,7.777
sh603111,康尼机电,20201231,15.4875
sh603112,华翔股份,20201231,16.6576
sh603113,金能科技,20201231,12.7459
sh603115,海星股份,20201231,10.0412
sh603116,红蜻蜓,20201231,2.2938
sh603117,ST万林,20201231,2.1109
sh603118,共进股份,20201231,7.5951
sh603121,华培动力,20201231,5.294
sh603122,合富中国,20201231,9.6326
sh603123,翠微股份,20201231,2.3866
sh603125,常青科技,20201231,30.5497
sh603126,中材节能,20201231,7.5301
sh603127,昭衍新药,20201231,30.7118
sh603128,华贸物流,20201231,12.1936
sh603129,春风动力,20201231,28.7797
sh603130,云中马,20201231,29.0136
sh603131,上海沪工,20201231,9.5479
sh603132,金徽股份,20201231,22.7187
sh603133,*ST碳元,20201231,-10.3217
sh603135,中重科技,20201231,13.9178
sh603136,天目湖,20201231,5.9167
sh603137,恒尚节能,20201231,24.7759
sh603138,海量数据,20201231,6.8924
sh603139,康惠制药,20201231,3.4355
sh603150,万朗磁塑,20201231,26.0506
sh603151,邦基科技,20201231,45.4692
sh603153,上海建科,20201231,11.8648
sh603155,新亚强,20201231,11.9567
sh603156,养元饮品,20201231,13.0123
sh603158,腾龙股份,20201231,13.8236
sh603159,上海亚虹,20201231,9.2432
sh603160,汇顶科技,20201231,22.9222
sh603161,科华控股,20201231,1.6077
sh603162,海通发展,20201231,10.3992
sh603163,圣晖集成,20201231,28.2113
sh603165,荣晟环保,20201231,14.8288
sh603166,福达股份,20201231,9.0862
sh603167,渤海轮渡,20201231,4.0142
sh603168,莎普爱思,20201231,-12.8343
sh603169,兰石重装,20201231,-16.8835
sh603170,宝立食品,20201231,32.3191
sh603171,税友股份,20201231,18.1712
sh603173,福斯达,20201231,53.6178
sh603176,汇通集团,20201231,14.062
sh603177,德创环保,20201231,-25.8519
sh603178,圣龙股份,20201231,8.5887
sh603179,新泉股份,20201231,10.019
sh603180,金牌厨柜,20201231,19.2743
sh603181,皇马科技,20201231,18.5679
sh603182,嘉华股份,20201231,21.0584
sh603183,建研院,20201231,11.1962
sh603185,弘元绿能,20201231,24.3193
sh603186,华正新材,20201231,11.3952
sh603187,海容冷链,20201231,16.3498
sh603188,亚邦股份,20201231,-23.1034
sh603189,网达软件,20201231,8.4145
sh603190,亚通精工,20201231,24.1436
sh603191,望变电气,20201231,16.6366
sh603192,汇得科技,20201231,9.9412
sh603195,公牛集团,20201231,31.4995
sh603196,日播时尚,20201231,-5.4359
sh603197,保隆科技,20201231,16.7606
sh603198,迎驾贡酒,20201231,19.2801
sh603199,九华旅游,20201231,4.486
sh603200,上海洗霸,20201231,4.424
sh603201,常润股份,20201231,31.1672
sh603203,快克智能,20201231,16.6602
sh603206,嘉环科技,20201231,27.6851
sh603208,江山欧派,20201231,28.7653
sh603209,兴通股份,20201231,27.0381
sh603211,晋拓股份,20201231,16.2291
sh603212,赛伍技术,20201231,12.2012
sh603213,镇洋发展,20201231,17.5941
sh603214,爱婴室,20201231,11.4653
sh603215,比依股份,20201231,58.1853
sh603216,梦天家居,20201231,32.1927
sh603217,元利科技,20201231,7.1486
sh603218,日月股份,20201231,16.5434
sh603219,DR富佳股,20201231,25.99
sh603220,中贝通信,20201231,3.5314
sh603221,爱丽家居,20201231,7.3361
sh603222,济民医疗,20201231,0.7367
sh603223,恒通股份,20201231,11.2425
sh603225,新凤鸣,20201231,5.0884
sh603226,菲林格尔,20201231,6.34
sh603227,雪峰科技,20201231,8.142
sh603228,景旺电子,20201231,15.3827
sh603229,奥翔药业,20201231,9.8005
sh603230,内蒙新华,20201231,22.9918
sh603232,格尔软件,20201231,5.7281
sh603233,大参林,20201231,22.072
sh603235,天新药业,20201231,71.6399
sh603236,移远通信,20201231,10.5495
sh603237,五芳斋,20201231,18.8441
sh603238,诺邦股份,20201231,26.2257
sh603239,浙江仙通,20201231,10.8466
sh603255,鼎际得,20201231,18.7395
sh603256,宏和科技,20201231,8.0613
sh603258,电魂网络,20201231,19.1391
sh603259,药明康德,20201231,11.8871
sh603260,合盛硅业,20201231,15.4456
sh603261,立航科技,20201231,16.653
sh603266,天龙股份,20201231,9.5813
sh603267,鸿远电子,20201231,20.8274
sh603268,松发股份,20201231,0.2463
sh603269,海鸥股份,20201231,6.0031
sh603272,联翔股份,20201231,27.2144
sh603277,银都股份,20201231,14.4486
sh603278,大业股份,20201231,5.9172
sh603279,景津装备,20201231,18.2382
sh603280,南方路机,20201231,47.202
sh603281,江瀚新材,20201231,30.5559
sh603282,亚光股份,20201231,30.6774
sh603283,赛腾股份,20201231,15.6457
sh603286,日盈电子,20201231,3.1966
sh603288,海天味业,20201231,34.9402
sh603289,泰瑞机器,20201231,8.2939
sh603290,斯达半导,20201231,21.0263
sh603291,联合水务,20201231,13.0941
sh603297,永新光学,20201231,13.5464
sh603298,杭叉集团,20201231,18.1499
sh603299,苏盐井神,20201231,3.7056
sh603300,华铁应急,20201231,12.68
sh603301,振德医疗,20201231,92.0119
sh603303,得邦照明,20201231,12.3376
sh603305,旭升集团,20201231,13.6526
sh603306,华懋科技,20201231,8.2698
sh603307,扬州金泉,20201231,16.0462
sh603308,应流股份,20201231,5.4662
sh603309,维力医疗,20201231,14.1653
sh603311,金海高科,20201231,11.0918
sh603313,梦百合,20201231,12.8535
sh603315,福鞍股份,20201231,7.3849
sh603316,诚邦股份,20201231,4.6719
sh603317,天味食品,20201231,13.0761
sh603318,水发燃气,20201231,2.5165
sh603319,湘油泵,20201231,15.8566
sh603320,迪贝电气,20201231,5.9367
sh603321,梅轮电梯,20201231,4.7375
sh603322,超讯通信,20201231,9.8798
sh603323,苏农银行,20201231,8.0864
sh603324,盛剑环境,20201231,18.9375
sh603326,我乐家居,20201231,21.1973
sh603327,福蓉科技,20201231,22.9665
sh603328,依顿电子,20201231,6.5202
sh603329,上海雅仕,20201231,10.1689
sh603330,天洋新材,20201231,8.1996
sh603331,百达精工,20201231,9.9632
sh603332,苏州龙杰,20201231,2.6441
sh603333,尚纬股份,20201231,1.0778
sh603335,迪生力,20201231,10.3276
sh603336,宏辉果蔬,20201231,7.5258
sh603337,杰克股份,20201231,11.2404
sh603338,浙江鼎力,20201231,19.1074
sh603339,四方科技,20201231,5.9875
sh603345,安井食品,20201231,18.7881
sh603348,文灿股份,20201231,3.4568
sh603351,威尔药业,20201231,7.9065
sh603353,和顺石油,20201231,14.6798
sh603355,莱克电气,20201231,9.8701
sh603356,华菱精工,20201231,9.7291
sh603357,设计总院,20201231,14.6591
sh603358,华达科技,20201231,8.425
sh603359,东珠生态,20201231,12.3988
sh603360,百傲化学,20201231,21.9369
sh603363,傲农生物,20201231,32.099
sh603365,水星家纺,20201231,11.828
sh603366,日出东方,20201231,5.207
sh603367,辰欣药业,20201231,9.3622
sh603368,柳药集团,20201231,15.0287
sh603369,今世缘,20201231,20.2526
sh603377,东方时尚,20201231,7.9491
sh603378,亚士创能,20201231,18.4923
sh603379,三美股份,20201231,4.466
sh603380,易德龙,20201231,18.0486
sh603383,顶点软件,20201231,9.4177
sh603385,惠达卫浴,20201231,8.6894
sh603386,骏亚科技,20201231,11.2653
sh603387,基蛋生物,20201231,17.5996
sh603388,元成股份,20201231,8.7517
sh603389,亚振家居,20201231,2.5193
sh603390,通达电气,20201231,2.5498
sh603392,万泰生物,20201231,32.924
sh603393,新天然气,20201231,13.5248
sh603396,金辰股份,20201231,8.6017
sh603398,沐邦高科,20201231,5.2514
sh603399,吉翔股份,20201231,-12.9417
sh603408,建霖家居,20201231,18.8551
sh603416,信捷电气,20201231,24.4407
sh603421,鼎信通讯,20201231,5.8655
sh603429,集友股份,20201231,6.0324
sh603439,贵州三力,20201231,11.5068
sh603444,吉比特,20201231,30.4455
sh603456,九洲药业,20201231,12.819
sh603458,勘设股份,20201231,18.1363
sh603466,风语筑,20201231,18.8087
sh603477,巨星农牧,20201231,7.2708
sh603486,科沃斯,20201231,22.9932
sh603488,展鹏科技,20201231,11.4073
sh603489,八方股份,20201231,18.7742
sh603496,恒为科技,20201231,4.5029
sh603499,翔港科技,20201231,1.3962
sh603500,祥和实业,20201231,6.4813
sh603501,韦尔股份,20201231,28.2401
sh603505,金石资源,20201231,22.8602
sh603506,南都物业,20201231,17.818
sh603507,振江股份,20201231,4.7535
sh603508,思维列控,20201231,-13.9743
sh603511,爱慕股份,20201231,13.7343
sh603515,欧普照明,20201231,15.5868
sh603516,淳中科技,20201231,13.8038
sh603517,绝味食品,20201231,14.7172
sh603518,锦泓集团,20201231,-27.4993
sh603519,立霸股份,20201231,12.8162
sh603520,司太立,20201231,16.9354
sh603527,众源新材,20201231,6.692
sh603528,多伦科技,20201231,4.7184
sh603529,爱玛科技,20201231,25.6679
sh603530,神马电力,20201231,11.9179
sh603533,掌阅科技,20201231,19.7176
sh603535,嘉诚国际,20201231,9.6836
sh603536,惠发食品,20201231,3.5099
sh603538,美诺华,20201231,11.48
sh603551,奥普家居,20201231,12.7406
sh603555,ST贵人,20201231,-181.2189
sh603556,海兴电力,20201231,9.0707
sh603557,ST起步,20201231,-17.043
sh603558,健盛集团,20201231,-19.4237
sh603559,ST通脉,20201231,-0.113
sh603565,中谷物流,20201231,25.0711
sh603566,普莱柯,20201231,13.5253
sh603567,珍宝岛,20201231,8.127
sh603568,伟明环保,20201231,25.9235
sh603569,长久物流,20201231,4.7825
sh603577,汇金通,20201231,8.1818
sh603578,三星新材,20201231,12.3977
sh603579,荣泰健康,20201231,11.7383
sh603580,艾艾精工,20201231,7.1262
sh603583,捷昌驱动,20201231,15.1772
sh603585,苏利股份,20201231,8.7624
sh603586,金麒麟,20201231,7.4915
sh603587,地素时尚,20201231,18.667
sh603588,高能环境,20201231,13.9963
sh603589,口子窖,20201231,17.9047
sh603590,康辰药业,20201231,6.3158
sh603595,东尼电子,20201231,4.4091
sh603596,伯特利,20201231,18.6877
sh603598,引力传媒,20201231,25.5444
sh603599,广信股份,20201231,10.9761
sh603600,永艺股份,20201231,17.707
sh603601,再升科技,20201231,22.1604
sh603602,纵横通信,20201231,2.3205
sh603603,*ST博天,20201231,-57.0838
sh603605,珀莱雅,20201231,21.5329
sh603606,东方电缆,20201231,33.7059
sh603607,京华激光,20201231,12.4104
sh603608,天创时尚,20201231,-23.9436
sh603609,禾丰股份,20201231,19.8411
sh603610,麒盛科技,20201231,9.4209
sh603611,诺力股份,20201231,13.9528
sh603612,索通发展,20201231,6.8412
sh603613,国联股份,20201231,12.5316
sh603615,茶花股份,20201231,3.0583
sh603616,韩建河山,20201231,3.8864
sh603617,君禾股份,20201231,14.8331
sh603618,杭电股份,20201231,4.3863
sh603619,中曼石油,20201231,-22.77
sh603626,科森科技,20201231,-2.5401
sh603628,清源股份,20201231,7.3855
sh603629,利通电子,20201231,4.657
sh603630,拉芳家化,20201231,6.5946
sh603633,徕木股份,20201231,4.6584
sh603636,南威软件,20201231,10.1336
sh603637,镇海股份,20201231,8.2142
sh603638,艾迪精密,20201231,23.199
sh603639,海利尔,20201231,16.7378
sh603648,畅联股份,20201231,6.4769
sh603650,彤程新材,20201231,17.4792
sh603655,朗博科技,20201231,4.5003
sh603656,泰禾智能,20201231,4.5846
sh603657,春光科技,20201231,15.5356
sh603658,安图生物,20201231,16.5546
sh603659,璞泰来,20201231,10.8351
sh603660,苏州科达,20201231,4.5329
sh603661,恒林股份,20201231,13.6622
sh603662,柯力传感,20201231,12.013
sh603663,三祥新材,20201231,10.9597
sh603665,康隆达,20201231,7.2196
sh603666,亿嘉和,20201231,24.6838
sh603667,五洲新春,20201231,3.5204
sh603668,天马科技,20201231,5.8315
sh603669,灵康药业,20201231,11.4595
sh603676,卫信康,20201231,6.1074
sh603677,奇精机械,20201231,5.323
sh603678,火炬电子,20201231,17.3812
sh603679,华体科技,20201231,9.0878
sh603680,今创集团,20201231,9.7737
sh603681,永冠新材,20201231,12.0124
sh603682,锦和商管,20201231,12.863
sh603683,晶华新材,20201231,18.0983
sh603685,晨丰科技,20201231,9.5589
sh603686,福龙马,20201231,16.5584
sh603687,大胜达,20201231,17.1372
sh603688,石英股份,20201231,10.7944
sh603689,皖天然气,20201231,9.1911
sh603690,至纯科技,20201231,11.2676
sh603693,江苏新能,20201231,3.3252
sh603696,安记食品,20201231,9.1324
sh603697,有友食品,20201231,13.5517
sh603698,航天工程,20201231,6.2869
sh603699,纽威股份,20201231,19.276
sh603700,宁水集团,20201231,20.253
sh603701,德宏股份,20201231,8.9602
sh603703,盛洋科技,20201231,0.6883
sh603706,东方环宇,20201231,7.7174
sh603707,健友股份,20201231,24.1032
sh603708,家家悦,20201231,14.392
sh603709,中源家居,20201231,6.6622
sh603711,香飘飘,20201231,13.3404
sh603712,七一二,20201231,18.8078
sh603713,密尔克卫,20201231,18.3404
sh603716,塞力医疗,20201231,3.6701
sh603717,天域生态,20201231,-11.8809
sh603718,海利生物,20201231,0.8425
sh603719,良品铺子,20201231,19.6433
sh603721,中广天择,20201231,-4.505
sh603722,阿科力,20201231,9.2303
sh603725,天安新材,20201231,4.7106
sh603726,朗迪集团,20201231,11.4967
sh603727,博迈科,20201231,5.5097
sh603728,鸣志电器,20201231,9.5863
sh603729,龙韵股份,20201231,-2.7165
sh603730,岱美股份,20201231,10.3024
sh603733,仙鹤股份,20201231,15.6176
sh603737,三棵树,20201231,23.7073
sh603738,泰晶科技,20201231,4.9565
sh603739,蔚蓝生物,20201231,10.9178
sh603755,日辰股份,20201231,13.6448
sh603757,大元泵业,20201231,17.8812
sh603758,秦安股份,20201231,12.7375
sh603759,海天股份,20201231,14.7767
sh603766,隆鑫通用,20201231,6.7948
sh603767,中马传动,20201231,3.7977
sh603768,常青股份,20201231,4.3436
sh603773,沃格光电,20201231,0.8733
sh603776,永安行,20201231,16.1994
sh603777,来伊份,20201231,-3.8029
sh603778,乾景园林,20201231,-6.6217
sh603779,威龙股份,20201231,-17.5032
sh603786,科博达,20201231,14.5936
sh603787,新日股份,20201231,10.1924
sh603788,宁波高发,20201231,9.5311
sh603789,星光农机,20201231,-30.3252
sh603790,雅运股份,20201231,4.8925
sh603797,联泰环保,20201231,15.4455
sh603798,康普顿,20201231,10.8791
sh603799,华友钴业,20201231,13.1845
sh603800,道森股份,20201231,0.4524
sh603801,志邦家居,20201231,19.0246
sh603803,瑞斯康达,20201231,5.2043
sh603806,福斯特,20201231,20.129
sh603808,歌力思,20201231,21.8117
sh603809,豪能股份,20201231,10.6255
sh603810,丰山集团,20201231,19.3107
sh603811,诚意药业,20201231,20.256
sh603813,原尚股份,20201231,-28.1673
sh603815,交建股份,20201231,8.7713
sh603816,顾家家居,20201231,13.3714
sh603817,海峡环保,20201231,7.3733
sh603818,曲美家居,20201231,5.6723
sh603819,神力股份,20201231,1.9783
sh603822,嘉澳环保,20201231,4.6254
sh603823,百合花,20201231,15.4313
sh603825,华扬联众,20201231,12.0919
sh603826,坤彩科技,20201231,10.5939
sh603828,柯利达,20201231,1.3961
sh603829,洛凯股份,20201231,9.03
sh603833,欧派家居,20201231,19.2012
sh603836,海程邦达,20201231,23.5223
sh603838,四通股份,20201231,-0.5393
sh603839,安正时尚,20201231,7.1151
sh603843,正平股份,20201231,7.6408
sh603848,好太太,20201231,17.0101
sh603855,华荣股份,20201231,16.6918
sh603856,东宏股份,20201231,17.3845
sh603858,步长制药,20201231,13.6065
sh603859,能科科技,20201231,8.9221
sh603860,中公高科,20201231,5.3678
sh603861,白云电器,20201231,3.6192
sh603863,松炀资源,20201231,6.6821
sh603866,桃李面包,20201231,20.5887
sh603867,新化股份,20201231,14.4872
sh603868,飞科电器,20201231,23.3789
sh603869,新智认知,20201231,0.4283
sh603871,嘉友国际,20201231,17.872
sh603876,鼎胜新材,20201231,-0.3907
sh603877,太平鸟,20201231,19.2342
sh603878,武进不锈,20201231,9.2247
sh603879,永悦科技,20201231,1.1899
sh603880,ST南卫,20201231,15.5546
sh603881,数据港,20201231,6.8351
sh603882,金域医学,20201231,49.8088
sh603883,老百姓,20201231,15.9724
sh603885,吉祥航空,20201231,-3.9897
sh603886,元祖股份,20201231,20.0723
sh603887,城地香江,20201231,10.6563
sh603888,新华网,20201231,5.527
sh603889,新澳股份,20201231,6.1833
sh603890,春秋电子,20201231,14.8864
sh603893,瑞芯微,20201231,16.0921
sh603895,天永智能,20201231,2.0709
sh603896,寿仙谷,20201231,12.1429
sh603897,长城科技,20201231,8.9131
sh603898,好莱客,20201231,10.6452
sh603899,晨光股份,20201231,26.7252
sh603900,莱绅通灵,20201231,4.4686
sh603901,永创智能,20201231,11.4878
sh603903,中持股份,20201231,14.235
sh603906,龙蟠科技,20201231,12.3727
sh603908,牧高笛,20201231,10.4024
sh603909,建发合诚,20201231,5.7346
sh603912,佳力图,20201231,13.2809
sh603915,国茂股份,20201231,15.0163
sh603916,苏博特,20201231,15.0576
